 -1.3950000e-001	 -7.9763282e-011	
 -1.3945000e-001	 -5.6499466e-011	
 -1.3940000e-001	 -5.6878179e-011	
 -1.3935000e-001	 -5.7257373e-011	
 -1.3930000e-001	 -7.3355037e-011	
 -1.3925000e-001	 -8.9453170e-011	
 -1.3920000e-001	 -1.2126260e-010	
 -1.3915000e-001	 -1.5307205e-010	
 -1.3910000e-001	 -1.7034940e-010	
 -1.3905000e-001	 -1.8762675e-010	
 -1.3900000e-001	 -2.0317986e-010	
 -1.3895000e-001	 -2.1873297e-010	
 -1.3890000e-001	 -2.3415591e-010	
 -1.3885000e-001	 -2.4957931e-010	
 -1.3880000e-001	 -2.7000331e-010	
 -1.3875000e-001	 -2.9042731e-010	
 -1.3870000e-001	 -3.1088850e-010	
 -1.3865000e-001	 -3.3134922e-010	
 -1.3860000e-001	 -3.4749838e-010	
 -1.3855000e-001	 -3.6364705e-010	
 -1.3850000e-001	 -3.6853237e-010	
 -1.3845000e-001	 -3.7341767e-010	
 -1.3840000e-001	 -3.6274616e-010	
 -1.3835000e-001	 -3.5207419e-010	
 -1.3830000e-001	 -3.3541456e-010	
 -1.3825000e-001	 -3.1875493e-010	
 -1.3820000e-001	 -2.9849614e-010	
 -1.3815000e-001	 -2.7823687e-010	
 -1.3810000e-001	 -2.8147708e-010	
 -1.3805000e-001	 -2.8471683e-010	
 -1.3800000e-001	 -2.8987393e-010	
 -1.3795000e-001	 -2.9503152e-010	
 -1.3790000e-001	 -3.0234869e-010	
 -1.3785000e-001	 -3.0966587e-010	
 -1.3780000e-001	 -3.2064421e-010	
 -1.3775000e-001	 -3.3162254e-010	
 -1.3770000e-001	 -3.6073355e-010	
 -1.3765000e-001	 -3.8984458e-010	
 -1.3760000e-001	 -4.2186478e-010	
 -1.3755000e-001	 -4.5388498e-010	
 -1.3750000e-001	 -4.8227645e-010	
 -1.3745000e-001	 -5.1066792e-010	
 -1.3740000e-001	 -5.1316810e-010	
 -1.3735000e-001	 -5.1566826e-010	
 -1.3730000e-001	 -5.0843952e-010	
 -1.3725000e-001	 -5.0121031e-010	
 -1.3720000e-001	 -4.8756429e-010	
 -1.3715000e-001	 -4.7391827e-010	
 -1.3710000e-001	 -4.6649403e-010	
 -1.3705000e-001	 -4.5906979e-010	
 -1.3700000e-001	 -4.4992559e-010	
 -1.3695000e-001	 -4.4078187e-010	
 -1.3690000e-001	 -4.3212929e-010	
 -1.3685000e-001	 -4.2347672e-010	
 -1.3680000e-001	 -4.1764416e-010	
 -1.3675000e-001	 -4.1181112e-010	
 -1.3670000e-001	 -4.2077625e-010	
 -1.3665000e-001	 -4.2974185e-010	
 -1.3660000e-001	 -4.4060335e-010	
 -1.3655000e-001	 -4.5146487e-010	
 -1.3650000e-001	 -4.6170029e-010	
 -1.3645000e-001	 -4.7193618e-010	
 -1.3640000e-001	 -4.7525556e-010	
 -1.3635000e-001	 -4.7857493e-010	
 -1.3630000e-001	 -4.7980100e-010	
 -1.3625000e-001	 -4.8102657e-010	
 -1.3620000e-001	 -4.7688487e-010	
 -1.3615000e-001	 -4.7274271e-010	
 -1.3610000e-001	 -4.5283582e-010	
 -1.3605000e-001	 -4.3292845e-010	
 -1.3600000e-001	 -4.0946341e-010	
 -1.3595000e-001	 -3.8599884e-010	
 -1.3590000e-001	 -3.6379312e-010	
 -1.3585000e-001	 -3.4158693e-010	
 -1.3580000e-001	 -3.2291409e-010	
 -1.3575000e-001	 -3.0424126e-010	
 -1.3570000e-001	 -3.0162735e-010	
 -1.3565000e-001	 -2.9901344e-010	
 -1.3560000e-001	 -2.9804700e-010	
 -1.3555000e-001	 -2.9708056e-010	
 -1.3550000e-001	 -2.9575649e-010	
 -1.3545000e-001	 -2.9443243e-010	
 -1.3540000e-001	 -2.8495159e-010	
 -1.3535000e-001	 -2.7547027e-010	
 -1.3530000e-001	 -2.5534404e-010	
 -1.3525000e-001	 -2.3521733e-010	
 -1.3520000e-001	 -2.1041762e-010	
 -1.3515000e-001	 -1.8561743e-010	
 -1.3510000e-001	 -1.5974244e-010	
 -1.3505000e-001	 -1.3386747e-010	
 -1.3500000e-001	 -1.2262709e-010	
 -1.3495000e-001	 -1.1138672e-010	
 -1.3490000e-001	 -1.0974890e-010	
 -1.3485000e-001	 -1.0811059e-010	
 -1.3480000e-001	 -1.1531906e-010	
 -1.3475000e-001	 -1.2252704e-010	
 -1.3470000e-001	 -1.3149264e-010	
 -1.3465000e-001	 -1.4045777e-010	
 -1.3460000e-001	 -1.5153433e-010	
 -1.3455000e-001	 -1.6261088e-010	
 -1.3450000e-001	 -1.7615461e-010	
 -1.3445000e-001	 -1.8969880e-010	
 -1.3440000e-001	 -2.0753261e-010	
 -1.3435000e-001	 -2.2536692e-010	
 -1.3430000e-001	 -2.4762054e-010	
 -1.3425000e-001	 -2.6987465e-010	
 -1.3420000e-001	 -2.8686065e-010	
 -1.3415000e-001	 -3.0384617e-010	
 -1.3410000e-001	 -3.1059115e-010	
 -1.3405000e-001	 -3.1733612e-010	
 -1.3400000e-001	 -3.0619922e-010	
 -1.3395000e-001	 -2.9506232e-010	
 -1.3390000e-001	 -2.8844059e-010	
 -1.3385000e-001	 -2.8181934e-010	
 -1.3380000e-001	 -2.8211748e-010	
 -1.3375000e-001	 -2.8241561e-010	
 -1.3370000e-001	 -3.0025945e-010	
 -1.3365000e-001	 -3.1810376e-010	
 -1.3360000e-001	 -3.4818037e-010	
 -1.3355000e-001	 -3.7825699e-010	
 -1.3350000e-001	 -4.0834219e-010	
 -1.3345000e-001	 -4.3842690e-010	
 -1.3340000e-001	 -4.5760827e-010	
 -1.3335000e-001	 -4.7679011e-010	
 -1.3330000e-001	 -4.6998861e-010	
 -1.3325000e-001	 -4.6318760e-010	
 -1.3320000e-001	 -4.4775201e-010	
 -1.3315000e-001	 -4.3231643e-010	
 -1.3310000e-001	 -4.1177296e-010	
 -1.3305000e-001	 -3.9122949e-010	
 -1.3300000e-001	 -3.8572596e-010	
 -1.3295000e-001	 -3.8022241e-010	
 -1.3290000e-001	 -3.9291449e-010	
 -1.3285000e-001	 -4.0560706e-010	
 -1.3280000e-001	 -4.2818112e-010	
 -1.3275000e-001	 -4.5075565e-010	
 -1.3270000e-001	 -4.7210138e-010	
 -1.3265000e-001	 -4.9344758e-010	
